아내	장부	2.538973871058276
안	장부	2.538973871058276
처	장부	2.538973871058276
책	교정	2.9444389791664407
책자	교정	2.9444389791664407
신랑	신부	2.538973871058276
저녁	자전주기	2.538973871058276
대패	공항	1.4403615823901663
큰아버지	큰어머니	2.0281482472922856
말	암말	2.9444389791664407
이닝_말	이닝_초	2.538973871058276
벗	짝꿍	2.9444389791664407
친구	짝꿍	2.9444389791664407
학자	학생	2.0281482472922856
만물	지구의	1.845826690498331
비행기	제트기	2.9444389791664407
여성	남성	2.538973871058276
여자	남성	2.538973871058276
모탕	수망아지	1.2396908869280152
여우	연기자	2.9444389791664407
선생	선생	0.8649974374866046
선생	선생님	0.8649974374866046
영화	필름	1.845826690498331
조류	매	2.538973871058276
토의	사전	0.7472144018302211
물질	품삯	1.3350010667323402
재물	품삯	1.3350010667323402
남자	남자	2.0281482472922856
남자	소년	2.0281482472922856
남자	청년	2.0281482472922856
남자	총각	2.0281482472922856
녀석	남자	2.0281482472922856
녀석	소년	2.0281482472922856
녀석	청년	2.0281482472922856
녀석	총각	2.0281482472922856
놈	남자	2.0281482472922856
놈	소년	2.0281482472922856
놈	청년	2.0281482472922856
놈	총각	2.0281482472922856
지역	지방	2.9444389791664407
미국해군	미군	2.538973871058276
편	문헌	2.251291798606496
의복	사실	1.55814461804655
일몰	해뜨기	2.538973871058276
어린애_같은_사람	대인	2.538973871058276
어린애_같은_사람	어른	2.538973871058276
암소	축우	2.9444389791664407
기록	보도	2.0281482472922856
겨울	여름	2.538973871058276
나무	단풍나무	2.538973871058276
층	침실	1.845826690498331
켜	침실	1.845826690498331
자동차지붕	천장	1.55814461804655
병	감염됨	2.251291798606496
양	양	2.0281482472922856
양	온순한_사람	2.0281482472922856
숙녀	신사	2.0281482472922856
배모양소스그릇	닻	1.4403615823901663
강	물줄기	2.9444389791664407
성	격노	2.9444389791664407
성	격분	2.9444389791664407
성	진노	2.9444389791664407
하루	캘린더	1.4403615823901663
바다	해양	2.538973871058276
해	해양	2.538973871058276
분	분	2.538973871058276
손	엄지손가락	2.251291798606496
제재목	통나무	2.9444389791664407
진흙	흙	2.9444389791664407
복도	복도	2.9444389791664407
복도	회랑	2.9444389791664407
면	부류	2.251291798606496
면	유형	2.251291798606496
점	부류	2.251291798606496
점	유형	2.251291798606496
경찰	군보안관	2.251291798606496
형사	군보안관	2.251291798606496
죽음	파묻기	1.55814461804655
음악	선율	2.9444389791664407
맥주	알코올	2.538973871058276
맥주	주정음료	2.538973871058276
비어	알코올	2.538973871058276
비어	주정음료	2.538973871058276
폭풍	허리케인	2.251291798606496
상납	수입	1.3350010667323402
조세	수입	1.3350010667323402
꽃	제비꽃	1.6916760106710724
종이	마분지	2.9444389791664407
종이	판지	2.9444389791664407
하한	상한	2.538973871058276
해변	해변	2.251291798606496
해변	해안가	2.251291798606496
대	커튼	2.0281482472922856
하운드	여우	2.0281482472922856
길거리	골목길	2.9444389791664407
길거리	뒷골목	2.9444389791664407
배모양소스그릇	마약다발	1.845826690498331
지인	내빈	2.0281482472922856
고용주	피고용인	2.0281482472922856
고용주	피고용인	2.0281482472922856
손	손목관절	1.55814461804655
알코올	브랜디	2.538973871058276
주정음료	브랜디	2.538973871058276
전승	승리의_기쁨	1.072636802264849
집	출입문	1.6916760106710724
모텔	호스텔	2.251291798606496
의복	직물	2.0281482472922856
의복	피륙	2.0281482472922856
스테이크용고기	고기	2.538973871058276
못	장갑의_엄지손가락	1.55814461804655
댄스밴드	오케스트라	2.538973871058276
쿠란	성서	2.538973871058276
영리사업	제조업	2.9444389791664407
겨울	시절	2.9444389791664407
겨울	절기	2.9444389791664407
겨울	철	2.9444389791664407
열	일백	2.538973871058276
알코올	진	2.538973871058276
주정음료	진	2.538973871058276
모자	막	2.0281482472922856
창구	집	2.0281482472922856
팔	손목관절	1.4403615823901663
주거	플랫	2.251291798606496
주택	플랫	2.251291798606496
집	플랫	2.251291798606496
유리그릇	크리스털_식기	2.538973871058276
포도주	브랜디	2.251291798606496
창조자	제조자	2.9444389791664407
